txn_id,timestamp,sender_bank,receiver_bank,upi_app,amount,status,merchant,city,category
UPI004529,2026-01-25 11:39:00,Axis,SBI,BHIM,42824.89,FAILED,Dugar-Bava,Guntur,Transfer
UPI004530,2026-01-20 08:19:00,PNB,Axis,PhonePe,15337.51,SUCCESS,Deo-Savant,Ajmer,Transfer
UPI004531,2026-01-12 12:28:00,HDFC,ICICI,AmazonPay,9494.43,FAILED,Muni-Krishna,Imphal,Food
UPI004532,2026-01-01 16:55:00,Kotak,BOB,Paytm,43234.92,REVERSED,"Raja, Viswanathan and Mannan",Ujjain,Bills
UPI004533,2026-01-20 20:18:00,PNB,BOB,GPay,5847.63,REVERSED,Pau-Dayal,Motihari,Bills
UPI004534,2026-01-22 21:43:00,BOB,SBI,Paytm,15157.52,SUCCESS,Bhakta-Randhawa,Gopalpur,Shopping
UPI004535,2026-01-07 03:12:00,ICICI,PNB,PhonePe,42295.06,SUCCESS,Contractor-Chauhan,Ulhasnagar,Shopping
UPI004536,2026-01-29 06:11:00,PNB,Kotak,AmazonPay,14112.12,PENDING,"Dasgupta, Deep and Yohannan",Kavali,Bills
UPI004537,2026-01-23 07:52:00,ICICI,ICICI,AmazonPay,6617.95,PENDING,Patil-Sawhney,Shivpuri,Shopping
UPI004538,2026-01-19 15:49:00,HDFC,HDFC,Paytm,16848.07,PENDING,Gola-Sood,Madhyamgram,Transport
UPI002736,2026-01-10 19:43:00,BOB,SBI,BHIM,1328.97,FAILED,Soman-Prashad,Bharatpur,Bills
UPI004540,2026-01-07 12:05:00,Axis,Axis,AmazonPay,23512.76,PENDING,Sengupta Inc,Bhalswa Jahangir Pur,Transfer
UPI004541,2026-01-13 09:51:00,BOB,BOB,GPay,24904.0,REVERSED,"Banerjee, Sarna and Sarraf",Amritsar,Bills
UPI004542,2026-01-02 09:59:00,BOB,PNB,GPay,20493.32,REVERSED,Morar-Bedi,Pallavaram,Bills
UPI004543,2026-01-28 07:25:00,BOB,BOB,Paytm,15318.54,FAILED,"Mammen, Murty and Srivastava",Tiruppur,Shopping
UPI004544,2026-01-05 16:04:00,Axis,ICICI,GPay,48025.67,REVERSED,"Wali, Subramaniam and Bir",Hospet,Bills
UPI004545,2026-01-23 08:16:00,SBI,Axis,Paytm,23357.05,SUCCESS,"Tara, Ray and Solanki",Solapur,Transfer
UPI004546,2026-01-01 23:42:00,BOB,BOB,BHIM,9660.3,FAILED,Brahmbhatt and Sons,Miryalaguda,Shopping
UPI004547,2026-01-16 20:51:00,Axis,Kotak,BHIM,17219.98,SUCCESS,Karnik Group,Guwahati,Bills
UPI004548,2026-01-01 23:05:00,Kotak,SBI,GPay,7104.77,FAILED,"Pandya, Dhaliwal and Raj",Kottayam,Shopping
UPI004549,2026-01-22 20:38:00,ICICI,HDFC,GPay,28980.07,REVERSED,Dhar-Nath,Panihati,Transfer
UPI004550,2026-01-05 10:40:00,Kotak,SBI,PhonePe,8787.76,REVERSED,Saraf-Sood,Cuttack,Transfer
UPI004551,2026-01-08 22:38:00,Kotak,BOB,Paytm,45382.25,REVERSED,Palla and Sons,Aligarh,Shopping
UPI004552,2026-01-22 00:47:00,Kotak,SBI,Paytm,3417.88,REVERSED,"Jain, Rajagopalan and Yadav",Mau,Shopping
UPI004553,2026-01-09 13:57:00,BOB,HDFC,AmazonPay,4803.45,SUCCESS,Kara Ltd,Morena,Shopping
UPI004554,2026-01-27 09:08:00,ICICI,HDFC,GPay,19244.74,PENDING,Boase Group,Davanagere,Transport
UPI004555,2026-01-14 01:28:00,HDFC,Kotak,AmazonPay,10398.33,PENDING,Aurora-Char,Nangloi Jat,Bills
UPI004556,2026-01-29 16:02:00,BOB,ICICI,PhonePe,35978.12,FAILED,Patil Group,Bahraich,Food
UPI004557,2026-01-07 05:14:00,PNB,BOB,PhonePe,36554.19,REVERSED,Choudhry-Gade,Kochi,Transfer
UPI004558,2026-01-16 00:27:00,ICICI,HDFC,GPay,3740.25,REVERSED,"Krishnan, Prashad and Borra",Rampur,Bills
UPI004559,2026-01-14 21:23:00,PNB,BOB,AmazonPay,7293.04,FAILED,Bahl LLC,Erode,Bills
UPI004560,2026-01-23 04:23:00,Kotak,HDFC,AmazonPay,47708.92,PENDING,Tara Ltd,Sasaram,Transfer
UPI004561,2026-01-08 13:02:00,Kotak,Axis,BHIM,8581.62,PENDING,"Sarma, Aggarwal and Bansal",Raipur,Bills
UPI004562,2026-01-01 19:40:00,Axis,Axis,GPay,19183.66,REVERSED,"Kadakia, Mani and Ramesh",Aurangabad,Transfer
UPI004563,2026-01-05 13:35:00,PNB,ICICI,BHIM,19051.11,FAILED,Sood Ltd,Guntakal,Food
UPI004564,2026-01-01 22:03:00,ICICI,SBI,PhonePe,,REVERSED,Koshy PLC,Mirzapur,Food
UPI004565,2026-01-12 07:25:00,Axis,SBI,GPay,6741.21,REVERSED,Ranganathan Ltd,Guntur,Shopping
UPI004566,2026-01-17 06:35:00,ICICI,SBI,PhonePe,46158.91,FAILED,"Mitter, Patla and Dash",Kakinada,Shopping
UPI004567,2026-01-15 17:07:00,Kotak,ICICI,Paytm,3164.38,REVERSED,"Sastry, Natt and Chahal",Parbhani,Bills
UPI004568,2026-01-03 14:50:00,PNB,SBI,PhonePe,47720.05,REVERSED,"Narang, Pau and Sheth",Hajipur,Shopping
UPI004569,2026-01-02 06:19:00,BOB,Axis,GPay,4622.85,SUCCESS,Soman-Krishnan,Rourkela,Transport
UPI004570,2026-01-21 06:23:00,HDFC,Axis,GPay,35285.11,FAILED,"Dyal, Boase and Sagar",Chandigarh,Transfer
UPI004571,2026-01-01 06:13:00,SBI,PNB,Paytm,,FAILED,Borra and Sons,Chapra,Bills
UPI004572,2026-01-08 04:38:00,BOB,HDFC,Paytm,41356.03,SUCCESS,Chakrabarti Group,Mango,Food
UPI004573,2026-01-28 00:19:00,Axis,Axis,PhonePe,10443.72,FAILED,"Dara, Sahni and Chopra",Khora ,Shopping
UPI004574,2026-01-02 21:14:00,BOB,ICICI,BHIM,48792.72,SUCCESS,"Edwin, Sastry and Bala",Satna,Food
UPI004575,2026-01-02 11:32:00,ICICI,ICICI,PhonePe,,SUCCESS,Dixit PLC,Satna,Shopping
UPI004576,2026-01-15 22:14:00,Kotak,BOB,BHIM,46136.97,SUCCESS,"Bahl, Soman and Sant",Bathinda,Transport
UPI004577,2026-01-13 11:18:00,BOB,BOB,BHIM,30025.26,REVERSED,Anand LLC,Adoni,Transfer
UPI004578,2026-01-16 02:56:00,Axis,HDFC,Paytm,2493.77,REVERSED,Hora-Shankar,Baranagar,Shopping
UPI002240,2026-01-03 14:08:00,Axis,Kotak,Paytm,8465.36,REVERSED,"Vaidya, Kari and Manda",Alwar,Food
UPI004580,2026-01-05 19:39:00,PNB,Kotak,GPay,38006.47,REVERSED,Bail-Brahmbhatt,Secunderabad,Bills
UPI004581,2026-01-05 10:05:00,Axis,SBI,Paytm,5799.29,SUCCESS,Iyer-Gole,Bhilai,Food
UPI004582,2026-01-23 07:19:00,SBI,Kotak,GPay,33561.5,REVERSED,"Kohli, Nayak and Behl",Howrah,Bills
UPI004583,2026-01-12 22:53:00,ICICI,PNB,Paytm,19077.01,SUCCESS,Vig PLC,Meerut,Shopping
UPI004584,2026-01-12 20:37:00,BOB,HDFC,BHIM,13956.87,REVERSED,Bala Group,Kottayam,Food
UPI004585,2026-01-15 22:42:00,BOB,SBI,GPay,3038.65,REVERSED,Raju-Subramaniam,Guntur,Transfer
UPI004586,2026-01-12 11:19:00,Kotak,Axis,PhonePe,48972.66,PENDING,Batta Group,Ramagundam,Transport
UPI004587,2026-01-14 10:00:00,HDFC,BOB,PhonePe,20554.92,REVERSED,Prakash LLC,Raipur,Bills
UPI004588,2026-01-25 08:13:00,SBI,ICICI,GPay,3939.02,REVERSED,Bala Group,Medininagar,Shopping
UPI004589,2026-01-30 14:34:00,BOB,Axis,BHIM,7716.53,REVERSED,"Ghose, Purohit and Kapadia",Aurangabad,Food
UPI004590,2026-01-04 19:14:00,ICICI,SBI,PhonePe,15651.32,REVERSED,Gole-Thaker,Allahabad,Bills
UPI003746,2026-01-25 10:25:00,SBI,SBI,BHIM,17399.68,REVERSED,Guha-Babu,Arrah,Transfer
UPI004592,2026-01-20 21:06:00,SBI,Kotak,BHIM,25350.12,REVERSED,Amble-Dar,Bhusawal,Bills
UPI004593,2026-01-28 11:51:00,PNB,HDFC,GPay,21679.1,FAILED,Prabhu and Sons,Khora ,Shopping
UPI004594,2026-01-27 22:28:00,BOB,HDFC,PhonePe,5874.84,PENDING,Shroff-Gandhi,Haridwar,Transport
UPI004595,2026-01-11 02:32:00,HDFC,Axis,BHIM,8843.52,PENDING,Narayanan-Borah,Solapur,Food
UPI004596,2026-01-03 01:05:00,ICICI,Kotak,AmazonPay,33896.74,PENDING,Walla-Goel,Durgapur,Shopping
UPI004597,2026-01-25 06:37:00,BOB,Kotak,PhonePe,31406.22,SUCCESS,Nadig Ltd,Madhyamgram,Transport
UPI004598,2026-01-03 18:26:00,Kotak,HDFC,BHIM,8266.95,SUCCESS,Deo-Oak,Raipur,Food
UPI004599,2026-01-30 22:54:00,SBI,BOB,PhonePe,26990.46,REVERSED,Mammen and Sons,Tumkur,Transport
UPI004600,2026-01-03 20:00:00,HDFC,ICICI,Paytm,36763.87,PENDING,Bhavsar-Varughese,Sikar,Transfer
UPI004601,2026-01-04 11:58:00,Axis,PNB,BHIM,6171.25,FAILED,Comar and Sons,Buxar,Transfer
UPI004602,2026-01-09 18:39:00,Axis,BOB,PhonePe,40261.85,FAILED,"Yadav, Kapadia and Sastry",Jabalpur,Shopping
UPI004603,2026-01-07 13:36:00,BOB,SBI,AmazonPay,43087.66,FAILED,"Chada, Barad and Pillai",Parbhani,Transport
UPI004604,2026-01-26 00:17:00,SBI,Axis,AmazonPay,,PENDING,"Ahuja, Sankaran and Bajaj",Srinagar,Food
UPI004605,2026-01-30 13:21:00,BOB,Kotak,BHIM,27961.89,SUCCESS,"Tella, Buch and Prasad",Vijayanagaram,Transfer
UPI004606,2026-01-03 13:05:00,SBI,PNB,PhonePe,31803.6,REVERSED,Rout Ltd,Cuttack,Bills
UPI004607,2026-01-11 23:04:00,BOB,PNB,AmazonPay,14650.73,FAILED,Contractor LLC,Panchkula,Food
UPI004608,2026-01-15 06:04:00,BOB,PNB,BHIM,13839.89,SUCCESS,"Aurora, Ben and Kata",Surendranagar Dudhrej,Transfer
UPI004609,2026-01-18 11:13:00,ICICI,Kotak,GPay,42630.96,REVERSED,Bhattacharyya and Sons,Allahabad,Shopping
UPI004610,2026-01-03 07:38:00,PNB,BOB,Paytm,275.69,FAILED,Cheema-Oak,Raurkela Industrial Township,Food
UPI004611,2026-01-02 01:46:00,HDFC,BOB,BHIM,747.66,REVERSED,"Saran, Sant and Bhatia",Vijayawada,Shopping
UPI004612,2026-01-03 04:10:00,ICICI,PNB,PhonePe,,SUCCESS,Kannan-Issac,Chinsurah,Transfer
UPI004613,2026-01-22 22:41:00,HDFC,Kotak,AmazonPay,47545.42,SUCCESS,Lata-Goswami,Kadapa,Transfer
UPI004614,2026-01-08 06:40:00,Kotak,HDFC,AmazonPay,,PENDING,Gala PLC,Satna,Food
UPI004615,2026-01-07 08:57:00,Kotak,ICICI,PhonePe,-17230.27,PENDING,Mutti-Jha,Kakinada,Shopping
UPI004616,2026-01-04 16:03:00,SBI,BOB,BHIM,5862.15,REVERSED,Magar Inc,Unnao,Shopping
UPI002961,2026-01-06 11:28:00,Kotak,PNB,Paytm,6113.02,SUCCESS,"Dewan, Kamdar and Dutta",Alwar,Transfer
UPI004618,2026-01-02 00:06:00,PNB,BOB,PhonePe,37435.39,REVERSED,"Rajan, Kothari and Sinha",Solapur,Shopping
UPI004619,2026-01-04 01:59:00,ICICI,Axis,AmazonPay,2095.32,FAILED,"Iyer, Choudhary and Basu",Fatehpur,Transport
UPI004620,2026-01-18 09:58:00,Kotak,Kotak,AmazonPay,7709.7,PENDING,Kurian LLC,Ambattur,Bills
UPI004621,2026-01-07 20:46:00,PNB,ICICI,GPay,23278.74,FAILED,"Kadakia, Shanker and Natt",Bhavnagar,Transfer
UPI004622,2026-01-03 01:33:00,Axis,SBI,GPay,48938.22,PENDING,Buch-Deol,Shimoga,Food
UPI004623,2026-01-07 05:32:00,PNB,ICICI,AmazonPay,10267.11,SUCCESS,Vaidya-Rao,Amaravati,Transfer
UPI004624,2026-01-20 14:24:00,ICICI,HDFC,BHIM,21518.39,PENDING,Swamy LLC,Saharanpur,Transport
UPI004625,2026-01-28 03:11:00,BOB,ICICI,Paytm,15318.61,REVERSED,"Bhat, Raman and Rai",Asansol,Transfer
UPI004626,2026-01-05 22:54:00,ICICI,Axis,GPay,18414.31,SUCCESS,Loyal PLC,Madhyamgram,Transfer
UPI004627,2026-01-11 09:19:00,HDFC,PNB,PhonePe,27534.06,FAILED,Raval-Ravel,Firozabad,Transport
UPI001276,2026-01-24 13:57:00,Kotak,PNB,GPay,40524.38,SUCCESS,"Ganesan, Chatterjee and Kalla",Bulandshahr,Transfer
UPI004629,2026-01-30 23:45:00,HDFC,Axis,PhonePe,38428.13,PENDING,Devan-Dada,Rohtak,Food
UPI004630,2026-01-20 19:42:00,Axis,Axis,AmazonPay,15523.63,PENDING,Prasad Ltd,Ludhiana,Bills
UPI004631,2026-01-08 06:58:00,Axis,ICICI,BHIM,24987.23,REVERSED,Prabhakar-Rajan,Chapra,Bills
UPI004632,2026-01-23 02:19:00,HDFC,Kotak,PhonePe,25178.24,FAILED,Prabhakar-Purohit,Hapur,Transport
UPI004633,2026-01-28 16:52:00,BOB,Kotak,AmazonPay,-42723.68,FAILED,Dubey Inc,Kirari Suleman Nagar,Shopping
UPI004634,2026-01-24 19:57:00,PNB,Axis,GPay,2528.29,SUCCESS,"Anne, Amble and Magar",Eluru,Food
UPI004635,2026-01-19 20:13:00,BOB,HDFC,BHIM,33014.82,REVERSED,Garg-Kamdar,Eluru,Transfer
UPI004636,2026-01-20 06:42:00,Kotak,Kotak,BHIM,34282.92,SUCCESS,Rout-Edwin,Chandigarh,Food
UPI004637,2026-01-24 19:53:00,SBI,HDFC,BHIM,44211.9,SUCCESS,Bhardwaj Ltd,Mumbai,Shopping
UPI004638,2026-01-18 04:15:00,ICICI,Kotak,PhonePe,8179.89,REVERSED,Krishna-Ahuja,Kottayam,Transfer
UPI004639,2026-01-13 23:49:00,SBI,PNB,AmazonPay,33883.99,REVERSED,Manne-Doctor,Kamarhati,Transfer
UPI004640,2026-01-03 20:02:00,Kotak,HDFC,Paytm,,SUCCESS,"Butala, Mitra and Mallick",Giridih,Transfer
UPI004641,2026-01-25 03:40:00,Axis,Kotak,AmazonPay,42512.76,SUCCESS,"Krishnan, Raja and Chaudhuri",Gandhinagar,Shopping
UPI004642,2026-01-15 11:41:00,Kotak,Axis,BHIM,26703.87,FAILED,Ganesh-Rana,Karawal Nagar,Bills
UPI004643,2026-01-02 08:16:00,Axis,PNB,BHIM,5006.94,REVERSED,"Wali, Pau and Bassi",Dehradun,Shopping
UPI004644,2026-01-29 22:02:00,PNB,ICICI,GPay,46095.78,SUCCESS,Saxena-Raju,Raichur,Transfer
UPI004645,2026-01-24 20:23:00,HDFC,PNB,Paytm,27793.56,FAILED,Chokshi-Kohli,Jammu,Bills
UPI004646,2026-01-23 14:18:00,SBI,ICICI,PhonePe,20919.23,PENDING,"Mann, Murty and Chand",Satara,Shopping
UPI004647,2026-01-21 00:10:00,HDFC,PNB,PhonePe,47523.32,PENDING,Bail-Soman,Pune,Transport
UPI004648,2026-01-07 06:12:00,ICICI,Axis,AmazonPay,5980.89,PENDING,Pai-Ranganathan,Mirzapur,Shopping
UPI004649,2026-01-21 11:03:00,HDFC,PNB,PhonePe,41755.0,PENDING,"Rau, Sem and Ramakrishnan",Shahjahanpur,Transfer
UPI004650,2026-01-15 01:24:00,BOB,SBI,BHIM,,PENDING,"Barad, Apte and Dhillon",Nashik,Bills
UPI004651,2026-01-14 09:27:00,Axis,Axis,GPay,687.5,SUCCESS,Banik-Agate,Bidhannagar,Transfer
UPI004652,2026-01-16 14:35:00,PNB,HDFC,Paytm,24294.09,PENDING,"Pant, Ganguly and Chokshi",Kadapa,Shopping
UPI004653,2026-01-08 22:37:00,Kotak,HDFC,AmazonPay,16711.68,SUCCESS,"Mitter, Wagle and Sachar",Unnao,Bills
UPI004654,2026-01-02 23:42:00,Axis,PNB,PhonePe,49133.98,SUCCESS,Bava-Sampath,Ramagundam,Shopping
UPI004655,2026-01-11 14:55:00,Kotak,Axis,AmazonPay,12996.62,FAILED,Dhingra LLC,Munger,Transport
UPI004656,2026-01-28 13:43:00,Kotak,Axis,GPay,40176.21,FAILED,Sabharwal-Devan,Kozhikode,Shopping
UPI004657,2026-01-09 11:56:00,Kotak,Axis,BHIM,12651.69,SUCCESS,Mukherjee Group,Delhi,Food
UPI004658,2026-01-03 08:35:00,Kotak,ICICI,GPay,20078.19,REVERSED,"Malhotra, Sharaf and Sengupta",Aurangabad,Food
UPI004659,2026-01-22 21:25:00,HDFC,PNB,Paytm,41623.32,SUCCESS,Rao PLC,Adoni,Bills
UPI004660,2026-01-13 23:41:00,BOB,Axis,PhonePe,36489.97,REVERSED,Dutta PLC,Tirunelveli,Food
UPI004661,2026-01-01 06:56:00,SBI,Kotak,PhonePe,39161.58,REVERSED,Narang Group,Thoothukudi,Bills
UPI004662,2026-01-15 03:40:00,PNB,HDFC,PhonePe,33303.68,SUCCESS,Baria-Minhas,Ghaziabad,Food
UPI004663,2026-01-30 18:54:00,PNB,BOB,BHIM,25951.18,PENDING,Sarna PLC,Haldia,Transport
UPI004664,2026-01-06 22:34:00,ICICI,PNB,AmazonPay,222.37,REVERSED,Mahajan-Kadakia,Bharatpur,Transport
UPI004665,2026-01-19 01:27:00,ICICI,BOB,BHIM,38688.73,SUCCESS,Ghosh Inc,Rajpur Sonarpur,Food
UPI004666,2026-01-03 23:47:00,BOB,SBI,BHIM,2965.31,SUCCESS,Das PLC,Kalyan-Dombivli,Transport
UPI004667,2026-01-02 00:31:00,Axis,ICICI,GPay,12648.85,FAILED,"Dayal, Kala and Bera",Gwalior,Bills
UPI004668,2026-01-27 04:23:00,PNB,ICICI,BHIM,45408.71,PENDING,"Jhaveri, Dayal and Hayer",Jhansi,Transport
UPI004669,2026-01-15 13:23:00,HDFC,ICICI,BHIM,33688.47,REVERSED,"Bakshi, Nadkarni and Dara",Bijapur,Shopping
UPI004670,2026-01-24 03:14:00,ICICI,PNB,AmazonPay,,PENDING,"Bhasin, Tata and Kaur",Kulti,Transport
UPI004671,2026-01-23 16:31:00,ICICI,ICICI,AmazonPay,49115.5,REVERSED,Rajan-Choudhary,Kadapa,Shopping
UPI004672,2026-01-16 16:01:00,ICICI,HDFC,AmazonPay,36941.39,FAILED,Rastogi and Sons,Bellary,Transport
UPI004673,2026-01-11 12:18:00,SBI,PNB,GPay,43112.94,FAILED,Dugal Inc,Kalyan-Dombivli,Transfer
UPI004674,2026-01-14 01:46:00,HDFC,HDFC,GPay,22904.65,PENDING,Andra and Sons,Mira-Bhayandar,Shopping
UPI004675,2026-01-30 06:55:00,PNB,ICICI,PhonePe,26269.75,PENDING,"Modi, Patla and Mistry",Jamnagar,Bills
UPI004676,2026-01-13 11:13:00,Kotak,Axis,GPay,6482.64,FAILED,Dara-Soman,Tumkur,Shopping
UPI004677,2026-01-30 23:55:00,BOB,SBI,PhonePe,39756.43,SUCCESS,"Sachar, Shukla and Chacko",Raipur,Transfer
UPI004678,2026-01-24 02:43:00,HDFC,Kotak,AmazonPay,27956.23,FAILED,Prakash-Anand,Bareilly,Food
UPI004679,2026-01-20 06:45:00,ICICI,Kotak,Paytm,12991.07,REVERSED,Arya-Talwar,Bhimavaram,Food
UPI004680,2026-01-04 06:01:00,SBI,ICICI,Paytm,43332.9,REVERSED,"Swamy, Devi and Wable",Hindupur,Transfer
UPI004681,2026-01-12 21:07:00,HDFC,ICICI,Paytm,4438.8,REVERSED,Sahota-Doctor,Alappuzha,Shopping
UPI004682,2026-01-10 07:27:00,ICICI,ICICI,PhonePe,32536.31,REVERSED,Bali-Peri,Bhalswa Jahangir Pur,Food
UPI004683,2026-01-11 21:25:00,Kotak,ICICI,AmazonPay,1015.16,PENDING,Balasubramanian-Contractor,Nagpur,Transport
UPI004684,2026-01-13 06:20:00,BOB,ICICI,AmazonPay,22495.5,SUCCESS,Palla-Naidu,Kozhikode,Bills
UPI004685,2026-01-08 10:37:00,SBI,PNB,PhonePe,34551.59,SUCCESS,"Ratti, Varghese and D’Alia",Patiala,Transport
UPI004686,2026-01-04 13:59:00,ICICI,ICICI,Paytm,31872.99,REVERSED,Amble PLC,Aizawl,Transfer
UPI004687,2026-01-03 08:37:00,Axis,SBI,Paytm,10878.3,SUCCESS,Tandon Ltd,Madhyamgram,Bills
UPI004688,2026-01-19 07:17:00,HDFC,Axis,GPay,-18557.63,FAILED,Wadhwa Ltd,Jamalpur,Bills
UPI004689,2026-01-10 04:48:00,HDFC,Axis,Paytm,46584.43,REVERSED,Narasimhan-Sule,Dibrugarh,Transport
UPI004064,2026-01-02 19:47:00,Axis,Kotak,AmazonPay,30322.35,FAILED,"Kala, Magar and Bassi",Nizamabad,Bills
UPI004691,2026-01-30 15:54:00,HDFC,Kotak,AmazonPay,25860.48,REVERSED,"Pillay, Samra and Kurian",Kochi,Transport
UPI004692,2026-01-13 14:40:00,ICICI,SBI,AmazonPay,40278.87,FAILED,Sodhi and Sons,Thrissur,Transfer
UPI004693,2026-01-24 23:57:00,HDFC,Axis,GPay,22624.18,SUCCESS,"Golla, Prasad and Randhawa",Saharanpur,Food
UPI004694,2026-01-27 06:33:00,ICICI,HDFC,BHIM,45897.78,PENDING,"Aggarwal, Gara and Swamy",Thrissur,Bills
UPI004695,2026-01-05 11:58:00,ICICI,PNB,Paytm,27174.34,FAILED,Mane Ltd,Barasat,Transport
UPI004696,2026-01-11 08:43:00,SBI,BOB,GPay,3543.14,PENDING,"Krishnan, Dayal and Pandit",Shimoga,Bills
UPI004697,2026-01-05 07:30:00,BOB,Axis,BHIM,19152.31,PENDING,Kurian Inc,Nadiad,Food
UPI004698,2026-01-08 19:21:00,Axis,Kotak,BHIM,40133.38,PENDING,Krishnamurthy PLC,Nandyal,Transfer
UPI004699,2026-01-22 02:52:00,SBI,BOB,PhonePe,17845.23,PENDING,Keer LLC,Kurnool,Food
UPI004700,2026-01-03 10:20:00,BOB,PNB,BHIM,47115.46,FAILED,"Chakraborty, Kota and Bassi",Siwan,Food
UPI004701,2026-01-18 10:25:00,Kotak,HDFC,GPay,149.79,REVERSED,Kibe-Patla,Sultan Pur Majra,Transfer
UPI004702,2026-01-23 15:52:00,ICICI,PNB,BHIM,34186.38,FAILED,"Seshadri, Pal and Iyer",Guna,Transport
UPI004703,2026-01-05 01:02:00,SBI,PNB,Paytm,25785.67,FAILED,Bath-Sethi,Guwahati,Shopping
UPI004704,2026-01-02 04:42:00,Axis,ICICI,BHIM,10328.23,FAILED,Varughese-Lalla,Khammam,Food
UPI004705,2026-01-06 05:39:00,Kotak,PNB,AmazonPay,32553.85,REVERSED,Deol-Tiwari,Sirsa,Shopping
UPI004706,2026-01-30 15:46:00,Axis,HDFC,Paytm,33929.82,FAILED,"Ramanathan, Reddy and Hegde",Jorhat,Transfer
UPI004707,2026-01-07 10:07:00,BOB,Axis,BHIM,48293.08,SUCCESS,"Sanghvi, Chandran and Halder",Chandrapur,Shopping
UPI004708,2026-01-16 01:59:00,SBI,PNB,BHIM,46173.54,SUCCESS,Natarajan-Ben,Hajipur,Shopping
UPI004709,2026-01-06 09:31:00,BOB,SBI,GPay,44786.0,SUCCESS,Mitter-Savant,Pune,Transfer
UPI004710,2026-01-17 03:53:00,Kotak,SBI,Paytm,,PENDING,Andra LLC,Coimbatore,Shopping
UPI004711,2026-01-19 07:33:00,PNB,Axis,BHIM,47563.71,SUCCESS,Sangha PLC,Gopalpur,Food
UPI004712,2026-01-01 01:36:00,BOB,SBI,PhonePe,2739.06,FAILED,Mani-Roy,Agartala,Bills
UPI004713,2026-01-17 20:17:00,Axis,BOB,BHIM,17114.82,PENDING,Pradhan PLC,Rewa,Bills
UPI004714,2026-01-14 16:37:00,SBI,BOB,PhonePe,36258.62,PENDING,Rajagopal LLC,Vijayawada,Food
UPI004715,2026-01-07 21:54:00,HDFC,HDFC,PhonePe,,PENDING,Warrior PLC,Chandigarh,Bills
UPI004716,2026-01-02 01:35:00,BOB,Axis,PhonePe,9299.09,REVERSED,"Sampath, Devi and Chokshi",Tadepalligudem,Shopping
UPI004717,2026-01-01 13:51:00,ICICI,HDFC,Paytm,41874.25,FAILED,Deep-Pal,Amaravati,Transfer
UPI004718,2026-01-20 00:24:00,HDFC,Kotak,GPay,47547.45,SUCCESS,"Datta, Char and Rao",Gurgaon,Transfer
UPI004719,2026-01-06 01:50:00,BOB,BOB,PhonePe,18897.8,REVERSED,"Gola, Ramanathan and Anand",Miryalaguda,Bills
UPI004720,2026-01-21 22:02:00,SBI,ICICI,AmazonPay,30198.99,SUCCESS,"Comar, Bhalla and Varty",Barasat,Shopping
UPI004721,2026-01-22 08:34:00,Axis,Kotak,BHIM,23011.46,FAILED,"Vala, Cherian and Hans",Vellore,Food
UPI004722,2026-01-29 07:18:00,Axis,PNB,PhonePe,48937.92,REVERSED,"Patil, Kalla and Bains",Nagpur,Shopping
UPI004723,2026-01-24 06:26:00,HDFC,SBI,AmazonPay,41371.59,REVERSED,Radhakrishnan and Sons,Guntur,Transfer
UPI004724,2026-01-24 03:21:00,Kotak,HDFC,Paytm,35610.36,FAILED,Jani Ltd,Kochi,Bills
UPI004725,2026-01-20 14:33:00,HDFC,Axis,Paytm,20169.36,FAILED,Mann Ltd,Morbi,Transport
UPI000293,2026-01-12 17:05:00,Axis,BOB,Paytm,28498.32,PENDING,"Ravel, Atwal and Roy",Nadiad,Food
UPI004727,2026-01-10 20:01:00,Axis,Axis,GPay,49713.01,SUCCESS,Kara and Sons,Bhusawal,Food
UPI004728,2026-01-04 00:14:00,ICICI,SBI,AmazonPay,19099.08,FAILED,"Wali, Kibe and Dora",Tiruchirappalli,Transfer
UPI004729,2026-01-28 17:19:00,PNB,BOB,PhonePe,14695.87,FAILED,"Bhargava, Cheema and Manne",Katihar,Bills
UPI004730,2026-01-30 02:54:00,HDFC,PNB,GPay,39608.42,SUCCESS,Garde LLC,Bhalswa Jahangir Pur,Shopping
UPI004731,2026-01-04 21:42:00,BOB,HDFC,PhonePe,20421.58,SUCCESS,Bhatt-Nagy,Madanapalle,Shopping
UPI004732,2026-01-27 09:44:00,BOB,SBI,PhonePe,36359.01,PENDING,Patil-Sunder,Sangli-Miraj & Kupwad,Bills
UPI004733,2026-01-12 21:52:00,SBI,BOB,Paytm,15200.15,SUCCESS,"Kapoor, Barad and Raval",Mumbai,Shopping
UPI004734,2026-01-23 12:08:00,Kotak,Kotak,PhonePe,38031.64,SUCCESS,Bedi-Wagle,Giridih,Transfer
UPI004735,2026-01-03 11:21:00,SBI,Kotak,AmazonPay,8035.11,REVERSED,Mody-Kaul,Latur,Food
UPI004736,2026-01-14 06:23:00,ICICI,BOB,PhonePe,41344.99,REVERSED,Wali-Sheth,Pallavaram,Bills
UPI004737,2026-01-07 22:08:00,BOB,Kotak,Paytm,19443.07,FAILED,"Thaman, Sama and Borra",Raipur,Food
UPI004738,2026-01-16 13:52:00,PNB,Kotak,Paytm,43272.9,FAILED,"Kapur, Singh and Joshi",Mahbubnagar,Shopping
UPI004739,2026-01-27 19:47:00,PNB,ICICI,BHIM,592.34,FAILED,Korpal-Singhal,Jaunpur,Shopping
